year,marathon,country,finishers,mean_time
2006,Lakefront Marathon,US,1908,255.96
2007,Lakefront Marathon,US,1671,275.35
2008,Lakefront Marathon,US,1925,254.75
2009,Lakefront Marathon,US,1885,252.4
2010,Lakefront Marathon,US,1904,252.21
2011,Lakefront Marathon,US,4154,258
2012,Lakefront Marathon,US,2112,255.61
2013,Lakefront Marathon,US,2158,256.36
2006,"Lakeland Runaway
  Marathon",Canada,4,268.07
2002,Lakeshore Marathon,US,1049,258.84
2003,Lakeshore Marathon,US,650,263.48
2004,Lakeshore Marathon,US,931,253.22
2005,Lakeshore Marathon,US,527,269.12
2011,"Land Between the
  Lakes Marathon",US,105,332.41
2012,"Land Between the
  Lakes Marathon",US,151,316.14
2013,"Land Between the
  Lakes Marathon",US,161,316.38
2012,Lansing Marathon,US,403,263.32
2013,Lansing Marathon,US,362,265.99
2008,"Larry Yeagle Trail
  Marathon",US,7,361.4
2009,"Larry Yeagle Trail
  Marathon",US,32,339.13
2010,"Larry Yeagle Trail
  Marathon",US,7,361.4
1998,Las Vegas Marathon,US,1711,239.06
1999,Las Vegas Marathon,US,2173,239.06
2000,Las Vegas Marathon,US,2702,240.48
2001,Las Vegas Marathon,US,2438,247.49
2002,Las Vegas Marathon,US,2341,254.36
2003,Las Vegas Marathon,US,2533,267.9
2004,Las Vegas Marathon,US,1766,256.05
2005,Las Vegas Marathon,US,8186,291.45
2006,Las Vegas Marathon,US,6024,282.81
2007,Las Vegas Marathon,US,4303,277.37
2008,Las Vegas Marathon,US,3526,277.26
2009,Las Vegas Marathon,US,5905,275.16
2010,Las Vegas Marathon,US,10368,268.36
2011,Las Vegas Marathon,US,7574,259.33
2012,Las Vegas Marathon,US,6480,263.35
2013,Las Vegas Marathon,US,2909,267.59
2005,Last Chance Marathon,US,22,276.67
2008,Last Chance Marathon,US,39,265.05
2010,Last Chance Marathon,US,74,297.39
2011,Last Chance Marathon,US,74,286.19
2013,Last Chance Marathon,US,75,291.21
2013,"Last Chance for
  Beantown Marathon",US,107,237.22
2002,"Last Chance for
  Boston Marathon",US,63,233.08
2003,"Last Chance for
  Boston Marathon",US,89,230.46
2004,"Last Chance for
  Boston Marathon",US,88,239.01
2005,"Last Chance for
  Boston Marathon",US,99,233.17
2006,"Last Chance for
  Boston Marathon",US,87,240.02
2007,"Last Chance for
  Boston Marathon",US,110,235.72
2008,"Last Chance for
  Boston Marathon",US,146,231.16
2009,"Last Chance for
  Boston Marathon",US,134,243.59
2010,"Last Chance for
  Boston Marathon",US,114,242.16
2011,"Last Chance for
  Boston Marathon",US,89,240.38
2012,"Last Chance for
  Boston Marathon",US,54,240.3
2013,"Last Chance for
  Boston Marathon",US,57,236.97
2000,"Last Plain to Boston
  Marathon",US,54,239.34
2001,"Last Plain to Boston
  Marathon",US,86,243.73
2000,"Last Train to Boston
  Marathon",US,54,229.51
2001,"Last Train to Boston
  Marathon",US,82,237.19
2010,Layton Marathon,US,296,270.69
2011,Layton Marathon,US,237,270.41
2012,Layton Marathon,US,152,274.45
2013,Layton Marathon,US,121,284.22
2001,"Leadville Trail
  Marathon",US,128,372.27
2002,"Leadville Trail
  Marathon",US,192,364.43
2003,"Leadville Trail
  Marathon",US,221,370.2
2004,"Leadville Trail
  Marathon",US,217,370.54
2005,"Leadville Trail
  Marathon",US,238,378.81
2006,"Leadville Trail
  Marathon",US,238,374.22
2007,"Leadville Trail
  Marathon",US,318,378.91
2008,"Leadville Trail
  Marathon",US,244,390.63
2009,"Leadville Trail
  Marathon",US,267,374.46
2010,"Leadville Trail
  Marathon",US,327,376.82
2011,"Leadville Trail
  Marathon",US,348,384.13
2012,"Leadville Trail
  Marathon",US,509,378.08
2013,"Leadville Trail
  Marathon",US,488,380.74
2005,"Leavenworth
  Oktoberfest Marathon",US,69,258.51
2006,"Leavenworth
  Oktoberfest Marathon",US,49,253.44
2007,"Leavenworth
  Oktoberfest Marathon",US,86,244.58
2008,"Leavenworth
  Oktoberfest Marathon",US,109,274.17
2009,"Leavenworth
  Oktoberfest Marathon",US,87,267.92
2010,"Leavenworth
  Oktoberfest Marathon",US,115,278.11
2011,"Leavenworth
  Oktoberfest Marathon",US,158,262.21
2012,"Leavenworth
  Oktoberfest Marathon",US,220,260.06
2013,"Leavenworth
  Oktoberfest Marathon",US,203,261.17
2003,Leeds Marathon,England,268,233.92
2008,"Lehigh Valley
  Hospital Marathon for Via",US,179,255.18
2010,"Lehigh Valley
  Hospital Marathon for Via",US,325,254.66
2011,"Lehigh Valley
  Hospital Marathon for Via",US,667,242
2012,"Lehigh Valley
  Hospital Marathon for Via",US,542,243
2005,Leicester Marathon,England,86,229.74
2006,Leicester Marathon,England,146,231.73
2007,Leicester Marathon,England,570,235.54
2008,Leicester Marathon,England,465,234.42
2009,Leicester Marathon,England,702,237.58
2010,Leicester Marathon,England,578,248.68
2011,Leicester Marathon,England,354,253.33
2012,Leicester Marathon,England,525,244.23
2013,Leicester Marathon,England,511,246.26
2011,"Leona Valley Trail
  Races Marathon",US,37,339.72
2012,"Leona Valley Trail
  Races Marathon",US,50,374.99
2001,"Lest We Forget
  Marathon",Australia,143,247.46
2002,"Lest We Forget
  Marathon",Australia,140,244.77
2003,"Lest We Forget
  Marathon",Australia,118,246.92
2004,"Lest We Forget
  Marathon",Australia,113,245.67
2005,"Lest We Forget
  Marathon",Australia,118,236.87
2006,"Lest We Forget
  Marathon",Australia,165,243.3
2003,"Lewis & Clark
  Marathon",US,391,279.54
2004,"Lewis & Clark
  Marathon",US,443,271.73
2005,"Lewis & Clark
  Marathon",US,453,276.73
2006,"Lewis & Clark
  Marathon",US,435,282.33
2007,"Lewis & Clark
  Marathon",US,712,278.08
2009,"Lewis & Clark
  Marathon",US,688,282.38
2010,"Lewis & Clark
  Marathon",US,768,266.59
2000,"Lewis and Clark
  Marathon",US,147,248.98
2001,"Lewis and Clark
  Marathon",US,124,248.05
2002,"Lewis and Clark
  Marathon",US,92,261.93
2003,"Lewis and Clark
  Marathon",US,45,258.77
2004,"Lewis and Clark
  Marathon",US,91,260.82
2005,"Lewis and Clark
  Marathon",US,81,253.92
2006,"Lewis and Clark
  Marathon",US,66,257.59
2007,"Lewis and Clark
  Marathon",US,56,265.79
2008,"Lewis and Clark
  Marathon",US,78,279.62
2010,"Lewis and Clark
  Marathon",US,70,274.5
2011,"Lewis and Clark
  Marathon",US,80,289.71
2008,"Light at the End of
  the Tunnel Marathon",US,138,241.47
2009,"Light at the End of
  the Tunnel Marathon",US,53,268.61
2010,"Light at the End of
  the Tunnel Marathon",US,70,283.56
2011,"Light at the End of
  the Tunnel Marathon",US,287,265.83
2012,"Light at the End of
  the Tunnel Marathon",US,351,259.87
2013,"Light at the End of
  the Tunnel Marathon",US,390,257.83
2009,Lima (Peru) Marathon,Peru,942,265.64
2010,Lima (Peru) Marathon,Peru,1042,261.26
2011,Lima (Peru) Marathon,Peru,970,260.55
2012,Lima (Peru) Marathon,Peru,821,265.61
2013,Lima (Peru) Marathon,Peru,1343,257.97
2000,Lincoln Marathon,US,978,249.88
2001,Lincoln Marathon,US,805,245.73
2002,Lincoln Marathon,US,937,249.44
2003,Lincoln Marathon,US,785,249.55
2004,Lincoln Marathon,US,871,244.39
2005,Lincoln Marathon,US,905,244.57
2006,Lincoln Marathon,US,974,246.51
2007,Lincoln Marathon,US,1075,249.77
2008,Lincoln Marathon,US,1170,252.09
2009,Lincoln Marathon,US,1142,255.21
2010,Lincoln Marathon,US,1154,251.89
2011,Lincoln Marathon,US,1192,245.72
2012,Lincoln Marathon,US,1171,259.2
2013,Lincoln Marathon,US,1458,250.46
2008,"Lithia Loop Trail
  Marathon",US,86,253.43
2009,"Lithia Loop Trail
  Marathon",US,143,252.56
2010,"Lithia Loop Trail
  Marathon",US,171,257.5
2011,"Lithia Loop Trail
  Marathon",US,366,259.07
2012,"Lithia Loop Trail
  Marathon",US,143,261.61
2013,"Lithia Loop Trail
  Marathon",US,129,264.41
2008,Little Grand Canyon,US,119,281.49
2009,Little Grand Canyon,US,95,289.85
2010,Little Grand Canyon,US,121,291.95
2011,Little Grand Canyon,US,105,301.9
2012,Little Grand Canyon,US,69,298.64
2013,Little Grand Canyon,US,45,302.41
2012,Little Rock Marathon,US,2072,301.45
2013,Little Rock Marathon,US,2446,299.8
2006,Loch Ness Marathon,England,1233,249.67
2007,Loch Ness Marathon,England,1426,248.82
2008,Loch Ness Marathon,England,1402,254.14
2009,Loch Ness Marathon,England,2141,253.74
2010,Loch Ness Marathon,England,2488,258.94
2011,Loch Ness Marathon,England,2347,258.1
2012,Loch Ness Marathon,England,2547,258.56
2013,Loch Ness Marathon,England,2685,256.95
2012,Logan View Raider Run,US,77,329.08
2013,Logan View Raider Run,US,54,303.48
2001,London Marathon,England,30066,267.85
2002,London Marathon,England,32536,260.23
2003,London Marathon,England,32165,269.9
2004,London Marathon,England,31659,264.13
2005,London Marathon,England,35230,271.21
2006,London Marathon,England,32877,264.51
2007,London Marathon,England,35665,280.21
2008,London Marathon,England,34213,266.13
2009,London Marathon,England,35266,272.29
2010,London Marathon,England,36605,272.65
2011,London Marathon,England,34805,278.47
2012,London Marathon,England,36748,273.79
2013,London Marathon,England,34202,271.91
2001,"Lone Star Paper Chase
  Marathon",US,56,249.09
2002,"Lone Star Paper Chase
  Marathon",US,59,251.67
2003,"Lone Star Paper Chase
  Marathon",US,68,263.69
2004,"Lone Star Paper Chase
  Marathon",US,44,254.19
2000,"Long Beach
  International City Marathon",US,1968,270.64
2001,"Long Beach
  International City Marathon",US,1246,267.64
2002,"Long Beach
  International City Marathon",US,1359,275.39
2003,"Long Beach
  International City Marathon",US,1755,291.86
2004,"Long Beach
  International City Marathon",US,1664,288.76
2005,"Long Beach
  International City Marathon",US,1956,291.73
2006,"Long Beach
  International City Marathon",US,2069,290.18
2007,"Long Beach
  International City Marathon",US,2345,294
2008,"Long Beach
  International City Marathon",US,2707,288.34
2009,"Long Beach
  International City Marathon",US,3348,283.56
2010,"Long Beach
  International City Marathon",US,3470,276.76
2011,"Long Beach
  International City Marathon",US,3199,290.11
2012,"Long Beach
  International City Marathon",US,2820,298.36
2013,"Long Beach
  International City Marathon",US,2898,283.07
2000,Long Island Marathon,US,423,271.86
2001,Long Island Marathon,US,496,248.17
2003,Long Island Marathon,US,454,252.38
2004,Long Island Marathon,US,531,254.02
2005,Long Island Marathon,US,391,253.88
2006,Long Island Marathon,US,551,255.08
2007,Long Island Marathon,US,513,256.38
2008,Long Island Marathon,US,454,256.56
2009,Long Island Marathon,US,508,250.09
2010,Long Island Marathon,US,560,272.18
2011,Long Island Marathon,US,608,261.84
2012,Long Island Marathon,US,725,257
2013,Long Island Marathon,US,659,257.38
2000,Longest Day Marathon,US,64,266.58
2001,Longest Day Marathon,US,62,283.9
2003,Longest Day Marathon,US,30,240.98
2003,Longford Marathon,Ireland,184,272.63
2004,Longford Marathon,Ireland,188,260.1
2005,Longford Marathon,Ireland,238,253
2007,Longford Marathon,Ireland,204,251.52
2008,Longford Marathon,Ireland,284,249.83
2009,Longford Marathon,Ireland,247,260.19
2010,Longford Marathon,Ireland,204,258.43
2011,Longford Marathon,Ireland,284,248.76
2012,Longford Marathon,Ireland,128,246.67
2013,Longford Marathon,Ireland,138,254.67
2012,"Loonies Midnight
  Marathon",US,61,283.4
2013,"Loonies Midnight
  Marathon",US,173,286.99
2001,Loop The Lake,Canada,18,280.82
2002,Loop The Lake,Canada,21,278.51
2003,Loop The Lake,Canada,17,276.96
2004,Loop The Lake,Canada,19,261.22
2005,Loop The Lake,Canada,16,245.02
2006,Loop The Lake,Canada,19,237.69
2007,Loop The Lake,Canada,19,247.21
2008,Loop The Lake,Canada,23,247.23
2002,"Lost Dutchman
  Marathon",US,227,254.52
2003,"Lost Dutchman
  Marathon",US,313,264.46
2004,"Lost Dutchman
  Marathon",US,233,254.91
2005,"Lost Dutchman
  Marathon",US,272,261.53
2006,"Lost Dutchman
  Marathon",US,382,256.34
2007,"Lost Dutchman
  Marathon",US,347,268.46
2008,"Lost Dutchman
  Marathon",US,332,259.95
2009,"Lost Dutchman
  Marathon",US,368,260.43
2010,"Lost Dutchman
  Marathon",US,471,267.59
2011,"Lost Dutchman
  Marathon",US,544,262.51
2012,"Lost Dutchman
  Marathon",US,526,262.89
2013,"Lost Dutchman
  Marathon",US,382,269.58
2000,Lost Soles Marathon,US,29,276.12
2012,Louisiana Marathon,US,637,266.29
2013,Louisiana Marathon,US,931,270.78
2011,"Louisiana Missions
  Marathon",US,30,299.01
2006,"Louisiana Trails
  Marathon",US,10,297.72
2007,"Louisiana Trails
  Marathon",US,33,328.19
2008,"Louisiana Trails
  Marathon",US,32,295.66
2009,"Louisiana Trails
  Marathon",US,32,321.81
2010,"Louisiana Trails
  Marathon",US,35,324.02
2000,Louisville Marathon,US,362,254.49
2001,Louisville Marathon,US,230,253.08
2005,Louisville Marathon,US,293,248.17
2006,Louisville Marathon,US,280,253.72
2007,Louisville Marathon,US,261,276.23
2008,Louisville Marathon,US,264,251.69
2009,Louisville Marathon,US,313,255.95
2010,Louisville Marathon,US,154,263.83
2011,Louisville Marathon,US,113,270.61
2012,Louisville Marathon,US,125,273.27
2013,Louisville Marathon,US,96,263.32
2012,Love.Run.Marathon,US,82,300.35
2013,Love.Run.Marathon,US,44,299.49
2005,"Lower Potomac River
  Marathon",US,100,261.14
2006,"Lower Potomac River
  Marathon",US,129,247.71
2007,"Lower Potomac River
  Marathon",US,177,261.27
2008,"Lower Potomac River
  Marathon",US,123,256.38
2009,"Lower Potomac River
  Marathon",US,159,255.16
2010,"Lower Potomac River
  Marathon",US,119,255.98
2011,"Lower Potomac River
  Marathon",US,165,247.57
2012,"Lower Potomac River
  Marathon",US,178,244.33
2013,"Lower Potomac River
  Marathon",US,173,248.79
2010,Lucca Marathon,Italy,487,216.38
2011,Lucca Marathon,Italy,696,227.82
2012,Lucca Marathon,Italy,690,230.87
2005,Luton Marathon,England,425,233.78
2006,Luton Marathon,England,455,237.04
2007,Luton Marathon,England,536,235.82
2009,Luton Marathon,England,493,233.67
2011,Luton Marathon,England,490,231.68
2012,Luton Marathon,England,497,235.04
2010,Luxembourg Marathon,Luxembourg,1294,256.16
2011,Luxembourg Marathon,Luxembourg,1272,248.85
2012,Luxembourg Marathon,Luxembourg,1021,248.62
2013,Luxembourg Marathon,Luxembourg,1017,251.29
2010,"Macleay River
  Marathon",Australia,104,247.14
2011,"Macleay River
  Marathon",Australia,101,242.87
2011,Mad Marathon,US,359,289.69
2012,Mad Marathon,US,271,275.17
2013,Mad Marathon,US,321,273.83
2000,Madison Marathon,US,698,245.05
2002,Madison Marathon,US,828,257.59
2003,Madison Marathon,US,877,254.46
2004,Madison Marathon,US,938,246.29
2005,Madison Marathon,US,994,251.98
2006,Madison Marathon,US,777,264.49
2007,Madison Marathon,US,1032,247.34
2008,Madison Marathon,US,1194,252.15
2009,Madison Marathon,US,1543,254.07
2010,Madison Marathon,US,1395,269.05
2011,Madison Marathon,US,1338,258.63
2012,Madison Marathon,US,68,324.17
2013,Madison Marathon,US,1362,259.48
2011,Madrid Marathon,Spain,8001,235.51
2012,Madrid Marathon,Spain,9570,238.99
2013,Madrid Marathon,Spain,10161,233.83
2013,Magog Marathon,Canada,177,256.7
2013,Maine Coast Marathon,US,262,249.61
2000,Maine Marathon,US,474,250.73
2001,Maine Marathon,US,694,247.56
2002,Maine Marathon,US,548,245.46
2003,Maine Marathon,US,617,248.82
2004,Maine Marathon,US,749,248.92
2005,Maine Marathon,US,727,262.31
2006,Maine Marathon,US,740,265.3
2007,Maine Marathon,US,668,266.46
2008,Maine Marathon,US,735,249.36
2009,Maine Marathon,US,870,255.2
2010,Maine Marathon,US,988,266.79
2011,Maine Marathon,US,960,281.62
2012,Maine Marathon,US,986,271.28
2013,Maine Marathon,US,909,261.26
2010,"Make It By Midnight
  Marathon",US,23,348.76
2011,"Make It By Midnight
  Marathon",US,36,335.92
2012,"Make It By Midnight
  Marathon",US,41,364.53
2013,"Make It By Midnight
  Marathon",US,52,335.05
2009,"Malibu International
  Marathon",US,330,278.22
2011,"Malibu International
  Marathon",US,468,279.8
2012,"Malibu International
  Marathon",US,656,274.25
2013,"Malibu International
  Marathon",US,465,280.15
2007,"Manchester City
  Marathon",US,517,250.69
2008,"Manchester City
  Marathon",US,434,245.11
2009,"Manchester City
  Marathon",US,460,252.6
2010,"Manchester City
  Marathon",US,496,251.25
2011,"Manchester City
  Marathon",US,389,252.09
2012,"Manchester City
  Marathon",US,705,248.54
2013,"Manchester City
  Marathon",US,467,244.37
2010,Mangrove Marathon,US,88,276.48
2011,Mangrove Marathon,US,108,274.3
2001,Manitoba Marathon,Canada,789,254.54
2002,Manitoba Marathon,Canada,844,255.88
2003,Manitoba Marathon,Canada,1175,260.78
2004,Manitoba Marathon,Canada,869,255.87
2005,Manitoba Marathon,Canada,782,271.41
2006,Manitoba Marathon,Canada,765,254.25
2007,Manitoba Marathon,Canada,796,258.44
2008,Manitoba Marathon,Canada,750,252.45
2009,Manitoba Marathon,Canada,691,268.18
2010,Manitoba Marathon,Canada,679,260.66
2011,Manitoba Marathon,Canada,715,258.3
2012,Manitoba Marathon,Canada,659,256.29
2013,Manitoba Marathon,Canada,636,258.03
2012,"Manitoba Trail
  Marathon",Canada,7,303.87
2013,"Manitoba Trail
  Marathon",Canada,11,336.7
2010,Mankato Marathon,US,579,254.95
2011,Mankato Marathon,US,499,253.91
2012,Mankato Marathon,US,483,263.38
2013,Mankato Marathon,US,485,254.65
2011,"Maple Leaf Indoor
  Marathon",US,30,266.26
2012,"Maple Leaf Indoor
  Marathon",US,30,278.42
2013,"Maple Leaf Indoor
  Marathon",US,29,268.53
2011,"Maple Leaf Indoor
  Sunday Marathon",US,25,281.46
2012,"Maple Leaf Indoor
  Sunday Marathon",US,30,271.34
2013,"Maple Leaf Indoor
  Sunday Marathon",US,30,278.12
2003,Marathon 2 Marathon,US,20,267.02
2004,Marathon 2 Marathon,US,51,253.15
2005,Marathon 2 Marathon,US,53,268.2
2006,Marathon 2 Marathon,US,57,265.18
2007,Marathon 2 Marathon,US,65,273.47
2008,Marathon 2 Marathon,US,49,276.9
2009,Marathon 2 Marathon,US,61,287.65
2011,Marathon 2 Marathon,US,99,285.24
2012,Marathon 2 Marathon,US,76,281.68
2013,Marathon 2 Marathon,US,68,254.42
2010,Marathon Bahamas,Bahamas,62,272.01
2011,Marathon Bahamas,Bahamas,107,289.43
2012,Marathon Bahamas,Bahamas,116,272.92
2013,Marathon Bahamas,Bahamas,134,283.57
2009,"Marathon Makeover
  Marathon",US,171,320.38
2010,"Marathon Makeover
  Marathon",US,186,354.33
2011,"Marathon Makeover
  Marathon",US,184,353.95
2012,Marathon and More,US,28,264.11
2013,Marathon and More,US,18,247.38
2001,Marathon by the Sea,Canada,162,241.64
2002,Marathon by the Sea,Canada,169,238.23
2003,Marathon by the Sea,Canada,196,250.34
2004,Marathon by the Sea,Canada,165,248.76
2005,Marathon by the Sea,Canada,157,250.69
2006,Marathon by the Sea,Canada,125,237.77
2007,Marathon by the Sea,Canada,126,255.64
2008,Marathon by the Sea,Canada,72,253.57
2009,Marathon by the Sea,Canada,50,242.55
2010,Marathon by the Sea,Canada,55,236.87
2011,Marathon by the Sea,Canada,150,254.4
2012,Marathon by the Sea,Canada,58,251.21
2013,Marathon by the Sea,Canada,80,251.58
2006,Marathon de Mayo,US,232,281.27
2007,Marathon de Mayo,US,224,273.03
2005,Marathon de Rimouski,Canada,101,225.99
2006,Marathon de Rimouski,Canada,137,229.11
2007,Marathon de Rimouski,Canada,113,220.43
2008,Marathon de Rimouski,Canada,138,232.6
2009,Marathon de Rimouski,Canada,158,231.28
2010,Marathon de Rimouski,Canada,200,235.88
2011,Marathon de Rimouski,Canada,490,234
2012,Marathon de Rimouski,Canada,211,229.11
2013,Marathon de Rimouski,Canada,291,234.48
2000,Marathon de Taos,US,87,255.97
2001,Marathon de Taos,US,78,265.31
2002,Marathon de Taos,US,87,255.86
2003,Marathon de Taos,US,72,258.98
2004,Marathon de Taos,US,48,267.25
2012,Marathon de Taos,US,22,271.42
2006,Marathon de la Baie,Canada,30,223.42
2007,Marathon de la Baie,Canada,23,220.45
2008,Marathon de la Baie,Canada,23,221.27
2009,Marathon de la Baie,Canada,20,225.96
2010,Marathon de la Baie,Canada,13,229.12
2011,Marathon de la Baie,Canada,22,240.7
2012,Marathon de la Baie,Canada,29,279.62
2013,Marathon de la Baie,Canada,31,242.72
2000,Marathon-to-Marathon,US,153,266.04
2002,Marathon-to-Marathon,US,169,266.84
2003,Marathon-to-Marathon,US,168,262.78
2004,Marathon-to-Marathon,US,130,274.7
2005,Marathon-to-Marathon,US,127,268.33
2006,Marathon-to-Marathon,US,114,271.03
2007,Marathon-to-Marathon,US,124,280.69
2008,Marathon-to-Marathon,US,126,258.33
2009,Marathon-to-Marathon,US,167,268.4
2010,Marathon-to-Marathon,US,171,280.14
2011,Marathon-to-Marathon,US,181,268.98
2012,Marathon-to-Marathon,US,194,279.47
2013,Marathon-to-Marathon,US,192,267.4
2010,"Marathoning for
  Miracles",US,54,265.87
2011,"Marathoning for
  Miracles",US,40,271.54
2012,"Marathoning for
  Miracles",US,20,279.61
2005,"Maraton Internacional
  Pampa Traviesa",Argentina,197,203.85
2005,"Marat—n del
  Desierto",Argentina,21,251.44
2010,Marin County Marathon,US,81,269.41
1995,Marine Corps Marathon,US,14716,256.07
1996,Marine Corps Marathon,US,15106,267.44
1997,Marine Corps Marathon,US,13847,260.89
1998,Marine Corps Marathon,US,13179,281.07
1999,Marine Corps Marathon,US,14271,280.05
2000,Marine Corps Marathon,US,17001,284.72
2001,Marine Corps Marathon,US,14206,278.54
2002,Marine Corps Marathon,US,14101,281.58
2003,Marine Corps Marathon,US,15966,288.93
2004,Marine Corps Marathon,US,16424,297.35
2005,Marine Corps Marathon,US,18848,289.6
2006,Marine Corps Marathon,US,20913,284.17
2007,Marine Corps Marathon,US,20625,281.2
2008,Marine Corps Marathon,US,18237,280.56
2009,Marine Corps Marathon,US,21405,281.23
2010,Marine Corps Marathon,US,21948,284.23
2011,Marine Corps Marathon,US,21023,283.26
2012,Marine Corps Marathon,US,23515,286.09
2013,Marine Corps Marathon,US,23478,284.25
2013,"Marion Rotary
  Marathon for Shoes",US,202,259.02
2013,Maritime Marathon,US,239,253.82
2012,"Maritime Marathon
  presented by HFM",US,202,259.48
2009,Maritzburg Marathon,South Africa,1474,255.39
2010,Maritzburg Marathon,South Africa,2832,260.43
2011,Maritzburg Marathon,South Africa,2148,256.13
2012,Maritzburg Marathon,South Africa,2174,258.58
2013,Maritzburg Marathon,South Africa,2124,255.3
2011,Marquette Marathon,US,163,246.89
2012,Marquette Marathon,US,196,249.95
2013,Marquette Marathon,US,187,246.1
2004,"Marshall University
  Marathon",US,292,254.53
2005,"Marshall University
  Marathon",US,361,250.78
2006,"Marshall University
  Marathon",US,288,261.34
2007,"Marshall University
  Marathon",US,366,259.12
2008,"Marshall University
  Marathon",US,342,258.4
2009,"Marshall University
  Marathon",US,352,257.03
2010,"Marshall University
  Marathon",US,517,253.98
2011,"Marshall University
  Marathon",US,425,253.91
2012,"Marshall University
  Marathon",US,596,256.88
2013,"Marshall University
  Marathon",US,613,262.99
2001,Martian Marathon,US,168,254.25
2002,Martian Marathon,US,226,259.15
2003,Martian Marathon,US,185,249.25
2004,Martian Marathon,US,190,251.32
2005,Martian Marathon,US,167,248.52
2006,Martian Marathon,US,318,260.13
2007,Martian Marathon,US,242,251.21
2008,Martian Marathon,US,298,264.06
2009,Martian Marathon,US,450,253.8
2010,Martian Marathon,US,416,251.37
2011,Martian Marathon,US,417,252.66
2012,Martian Marathon,US,433,256.36
2013,Martian Marathon,US,390,255.77
2003,"Maryville Marathon,
  The Chamber Country Classic",US,33,261.87
2004,"Maryville Marathon,
  The Chamber Country Classic",US,29,241.19
2005,"Maryville Marathon,
  The Chamber Country Classic",US,34,254.63
2006,"Maryville Marathon,
  The Chamber Country Classic",US,26,252.76
2007,"Maryville Marathon,
  The Chamber Country Classic",US,55,269.68
2008,"Maryville Marathon,
  The Chamber Country Classic",US,59,260.86
2009,"Maryville Marathon,
  The Chamber Country Classic",US,60,259.94
2010,"Maryville Marathon,
  The Chamber Country Classic",US,66,257.82
2011,"Maryville Marathon,
  The Chamber Country Classic",US,39,268.52
2012,"Maryville Marathon,
  The Chamber Country Classic",US,52,270.66
2013,"Maryville Marathon,
  The Chamber Country Classic",US,61,263.74
2001,Maui Marathon,US,2135,315.38
2002,Maui Marathon,US,1801,320.83
2003,Maui Marathon,US,1395,316.24
2004,Maui Marathon,US,1438,315.15
2005,Maui Marathon,US,1425,317.85
2006,Maui Marathon,US,1149,307.63
2007,Maui Marathon,US,1027,303.12
2008,Maui Marathon,US,1110,320.61
2009,Maui Marathon,US,1110,320.61
2010,Maui Marathon,US,794,312.46
2011,Maui Marathon,US,735,309.05
2012,Maui Marathon,US,775,310.41
2013,Maui Marathon,US,723,319.85
2009,"Maui Oceanfront
  Marathon",US,167,311
2010,"Maui Oceanfront
  Marathon",US,218,287.79
2011,"Maui Oceanfront
  Marathon",US,331,296.35
2012,"Maui Oceanfront
  Marathon",US,413,297.79
2013,"Maui Oceanfront
  Marathon",US,340,282.97
2009,MauiParadise Marathon,US,56,300.68
2011,MauiParadise Marathon,US,4,299.54
2002,"Mayo Midnight
  Marathon",Canada,18,247.97
2003,"Mayo Midnight
  Marathon",Canada,16,256.11
2004,"Mayo Midnight
  Marathon",Canada,10,245.32
2007,"Mayo Midnight
  Marathon",Canada,11,246.81
2008,"Mayo Midnight
  Marathon",Canada,10,260.35
2010,"Mayo Midnight
  Marathon",Canada,23,257.09
2011,"Mayo Midnight
  Marathon",Canada,9,281.76
2012,"Mayo Midnight
  Marathon",Canada,6,242.89
2013,"Mayo Midnight
  Marathon",Canada,5,247.92
2000,"Mayor's (Anchorage)
  Marathon",US,2491,324.16
2001,"Mayor's (Anchorage)
  Marathon",US,2618,333.09
2003,"Mayor's (Anchorage)
  Marathon",US,1785,320.31
2004,"Mayor's (Anchorage)
  Marathon",US,1827,329.74
2005,"Mayor's (Anchorage)
  Marathon",US,1704,314.71
2006,"Mayor's (Anchorage)
  Marathon",US,1546,314.83
2007,"Mayor's (Anchorage)
  Marathon",US,1385,312.53
2008,"Mayor's (Anchorage)
  Marathon",US,1280,308.06
2009,"Mayor's (Anchorage)
  Marathon",US,913,294.46
2010,"Mayor's (Anchorage)
  Marathon",US,851,289.87
2011,"Mayor's (Anchorage)
  Marathon",US,1001,306.76
2012,"Mayor's (Anchorage)
  Marathon",US,895,304.14
2013,"Mayor's (Anchorage)
  Marathon",US,799,289.39
2000,Med-City Marathon,US,356,245.36
2001,Med-City Marathon,US,326,246.66
2003,Med-City Marathon,US,334,254.74
2004,Med-City Marathon,US,312,259.37
2005,Med-City Marathon,US,283,254.75
2006,Med-City Marathon,US,122,240.06
2007,Med-City Marathon,US,291,246.58
2008,Med-City Marathon,US,256,256.85
2009,Med-City Marathon,US,225,257.71
2010,Med-City Marathon,US,217,272.52
2011,Med-City Marathon,US,256,256.85
2012,Med-City Marathon,US,427,274.95
2013,Med-City Marathon,US,352,252.8
2000,Medcom Marathon,US,112,242.48
2008,Medoc Trail Marathon,US,50,292.33
2009,Medoc Trail Marathon,US,95,288.8
2010,Medoc Trail Marathon,US,117,308.46
2011,Medoc Trail Marathon,US,128,305.31
2012,Medoc Trail Marathon,US,173,300.45
2013,Medoc Trail Marathon,US,165,309.94
2009,"Melbourne &
  Beaches Music Marathon",US,183,253.63
2010,"Melbourne &
  Beaches Music Marathon",US,198,253.1
2011,"Melbourne &
  Beaches Music Marathon",US,293,261.62
