number,first,last
34.12,3,2
25.55,2,5
56.31,5,1
66.1,6,1
76.9,7,9
32.9,3,9
426.46,4,6
95.53,9,3
50.49,5,9
53.64,5,4
50.45,5,5
30.18,3,8
47.42,4,2
43.25,4,5
64.14,6,4
40.28,4,8
37.76,3,6
82.06,8,6
36.52,3,2
38.44,3,4
136.29,1,9
42.29,4,9
46.35,4,5
9027.43,9,3
85.11,8,1
38.62,3,2
87.83,8,3
58.77,5,7
43.93,4,3
182.82,1,2
29.22,2,2
53.59,5,9
55.05,5,5
37.57,3,7
59.22,5,2
43.04,4,4
55.93,5,3
52.75,5,5
50.27,5,7
65.76,6,6
122.55,1,5
92.9,9,9
85091.91,8,1
38.18,3,8
30.23,3,3
82.83,8,3
33.53,3,3
40.55,4,5
64.2,6,2
37.57,3,7
61.31,6,1
25.75,2,5
37.26,3,6
36.9,3,9
33.21,3,1
45.24,4,4
58.63,5,3
139.61,1,1
42.91,4,1
105.03,1,3
76.07,7,7
53.41,5,1
32.91,3,1
68.25,6,5
48.12,4,2
36.58,3,8
29.52,2,2
51.11,5,1
37.31,3,1
20824.92,2,2
420.66,4,6
19.12,1,2
10832.8,1,8
11519.89,1,9
11895.65,1,5
311.07,3,7
144.77,1,7
8406.94,8,4
4966.33,4,3
16049.54,1,4
16768.12,1,2
6546.47,6,7
12872.48,1,8
3.94,3,4
15138.6,1,6
3483.28,3,8
8536.84,8,4
8697.58,8,8
155.8,1,8
13839.47,1,7
1899.69,1,9
13574.25,1,5
17601.53,1,3
11529.28,1,8
14254.19,1,9
14272.03,1,3
13122.7,1,7
5569.7,5,7
11348.96,1,6
13799.03,1,3
88.99,8,9
8317.56,8,6
512.73,5,3
726.07,7,7
18068.73,1,3
12896.58,1,8
11999.26,1,6
5170.57,5,7
9251.32,9,2
16871.6,1,6
12419.87,1,7
7749.34,7,4
10810.34,1,4
7605.02,7,2
233.33,2,3
1235.81,1,1
536.04,5,4
8277.77,8,7
9640.08,9,8
17591.62,1,2
705.17,7,7
11185.38,1,8
76.98,7,8
10727.74,1,4
26062.42,2,2
4247.08,4,8
459.6,4,6
3151.62,3,2
15731.69,1,9
8589.76,8,6
9748.29,9,9
3288.03,3,3
69.88,6,8
9008.24,9,4
18949.24,1,4
17516.7,1,7
9484.81,9,1
108.93,1,3
7996.37,7,7
582.87,5,7
4043.84,4,4
1892.95,1,5
6319.83,6,3
24487.89,2,9
10678.36,1,6
7986.49,7,9
15645.88,1,8
11543.2,1,2
9.33,9,3
18863.95,1,5
9073.16,9,6
7570.4,7,4
436.67,4,7
9848.98,9,8
4519.03,4,3
8074.16,8,6
150.3,1,3
283969.14,2,4
5953.96,5,6
7196.17,7,7
27248.93,2,3
6969.25,6,5
10267.34,1,4
15590.19,1,9
6750.28,6,8
7272.4,7,4
11826.06,1,6
15290.43,1,3
13423.81,1,1
10964.91,1,1
8895.5,8,5
7088.6,7,6
9747.9,9,9
102.92,1,2
11856.38,1,8
11974.43,1,3
8752.21,8,1
8681.86,8,6
12204.24,1,4
665.65,6,5
2378.89,2,9
4449.46,4,6
3874.37,3,7
6397.25,6,5
6251.18,6,8
13504.61,1,1
5340.76,5,6
14153.07,1,7
17041.69,1,9
6710.74,6,4
9509.52,9,2
9538,9,8
680.04,6,4
8090.03,8,3
11851.19,1,9
8367.63,8,3
8019.67,8,7
52.28,5,8
3348.51,3,1
213.23,2,3
7408.26,7,6
500.07,5,7
21386.98,2,8
7538.5,7,5
9671.13,9,3
8066.84,8,4
651.28,6,8
10203.4,1,4
10904.29,1,9
10611.28,1,8
65.47,6,7
4321.17,4,7
491.79,4,9
2932.82,2,2
12028.16,1,6
13612.14,1,4
7839.87,7,7
7217.98,7,8
11279.82,1,2
9073.97,9,7
18702.61,1,1
3829.79,3,9
21295.54,2,4
9847.34,9,4
8450.9,8,9
1892.03,1,3
4201.24,4,4
591.39,5,9
14510.55,1,5
11486.26,1,6
8041.49,8,9
6353.95,6,5
8317.78,8,8
8594.47,8,7
60648.75,6,5
3877.43,3,3
8742.69,8,9
15890.33,1,3
10289.05,1,5
10973.15,1,5
8253.09,8,9
8233.34,8,4
7910.76,7,6
16670.17,1,7
13134.93,1,3
16967.15,1,5
8354.33,8,3
18776.57,1,7
4773.66,4,6
8087.25,8,5
8774.37,8,7
7910.57,7,7
158.6,1,6
6616.53,6,3
10464.15,1,5
13449.54,1,4
12071.38,1,8
463.66,4,6
1148.04,1,4
10252.01,1,1
17132.48,1,8
1348.57,1,7
8265.47,8,7
13798.92,1,2
7987.7,7,7
6665.57,6,7
6717.31,6,1
4732.98,4,8
8925.59,8,9
8327.23,8,3
6128,6,8
9481.86,9,6
6235.75,6,5
4948.02,4,2
46.19,4,9
3141.4,3,4
11400.72,1,2
4119.16,4,6
16924.21,1,1
9494.45,9,5
9684.98,9,8
7775.23,7,3
8370.87,8,7
63.93,6,3
9762,9,2
4107.55,4,5
466.22,4,2
2840.27,2,7
7173.53,7,3
221.26,2,6
9666.32,9,2
7834.29,7,9
9197.51,9,1
679.49,6,9
10539.68,1,8
11698.77,1,7
12908.49,1,9
34658.78,3,8
8837.28,8,8
14978.22,1,2
518.06,5,6
11158.06,1,6
518.55,5,5
8096.25,8,5
591.56,5,6
2037.02,2,2
4484.94,4,4
12989.13,1,3
492.43,4,3
8385.59,8,9
6148.33,6,3
8621.75,8,5
7967.16,7,6
32089.92,3,2
17704.42,1,2
8291.58,8,8
3902.97,3,7
8572.72,8,2
8164.3,8,3
6746.7,6,7
10603,1,3
47.73,4,3
112.75,1,5
13816.51,1,1
8683.85,8,5
16122.41,1,1
7867.02,7,2
8156.14,8,4
17871.5,1,5
4562.88,4,8
55589.32,5,2
820.58,8,8
3877.35,3,5
2006.93,2,3
14155.39,1,9
6685.38,6,8
13208.45,1,5
7448.29,7,9
12333.03,1,3
401.9,4,9
6255,6,5
16082.36,1,6
6521.71,6,1
2029.65,2,5
13917.02,1,2
13916.79,1,9
15158.46,1,6
12784.18,1,8
9441.89,9,9
494.79,4,9
751.27,7,7
3884.74,3,4
12127.38,1,8
100.12,1,2
3573.96,3,6
7335.87,7,7
14840.75,1,5
6713.25,6,5
6468.02,6,2
9868.59,9,9
54.99,5,9
3220.15,3,5
54.99,5,9
9707.86,9,6
4068.84,4,4
5833.8,5,8
3574.25,3,5
14817.68,1,8
15029.16,1,6
11436.89,1,9
7673.14,7,4
7222.24,7,4
8016.9,8,9
1988.84,1,4
9489.66,9,6
5112.87,5,7
7158.04,7,4
8196.69,8,9
77.05,7,5
9491.18,9,8
4054.45,4,5
456.26,4,6
2850.18,2,8
7252.53,7,3
227.79,2,9
10041.72,1,2
8136.83,8,3
9570.8,9,8
532.69,5,9
9947.15,9,5
10464.57,1,7
13148.74,1,4
14806.42,1,2
9745.43,9,3
561.2,5,2
8515.75,8,5
2041.5,2,5
592.88,5,8
8181.4,8,4
31449.75,3,5
13963.45,1,5
6428.2,6,2
6547.65,6,5
8729.45,8,5
4213.49,4,9
8507.62,8,2
17331.45,1,5
7988.17,7,7
27530.19,2,9
7079.4,7,4
7437.86,7,6
6886.28,6,8
11406.59,1,9
33336.73,3,3
25.75,2,5
13131.08,1,8
5427.77,5,7
17530.74,1,4
50006.06,5,6
7619.28,7,8
184.63,1,3
124.23,1,3
462.73,4,3
141.65,1,5
54.18,5,8
1135.43,1,3
5394.03,5,3
4706.15,4,5
19455.46,1,6
282.28,2,8
9441.55,9,5
73.42,7,2
6435.9,6,9
7570.54,7,4
3818.84,3,4
1713.2,1,2
15212.45,1,5
13621.29,1,9
1712.7,1,7
5114.1,5,1
6296.99,6,9
6365.99,6,9
3216.53,3,3
2173.08,2,8
6277.46,6,6
8494.12,8,2
17774.09,1,9
12389.79,1,9
3754.03,3,3
5412.05,5,5
67.89,6,9
83.17,8,7
585.69,5,9
644.25,6,5
12692.66,1,6
11976.17,1,7
15870.4,1,4
6570.8,6,8
14856.92,1,2
8285.59,8,9
6982.19,6,9
5901.82,5,2
8408.75,8,5
8401.22,8,2
87.21,8,1
9501.73,9,3
4076.68,4,8
625.27,6,7
3336.94,3,4
7342.42,7,2
223.73,2,3
11488.17,1,7
7955.37,7,7
9420.05,9,5
474.98,4,8
10124.41,1,1
11406.36,1,6
13535.72,1,2
15830.34,1,4
10059.54,1,4
503.96,5,6
2241.83,2,3
6982.19,6,9
1972.53,1,3
585.48,5,8
7843.09,7,9
28155.35,2,5
557.5,5,5
4469.17,4,7
7843.99,7,9
4619.06,4,6
4619.06,4,6
3442.44,3,4
6105.78,6,8
8725.49,8,9
8523.6,8,6
613.48,6,8
6622.41,6,1
7536.69,7,9
330.81,3,1
545.6,5,6
77.19,7,9
20192.93,2,3
6481.6,6,6
271.61,2,1
292.01,2,1
42.01,4,1
28.21,2,1
42.25,4,5
674.97,6,7
112.81,1,1
86.71,8,1
40.07,4,7
230.39,2,9
38.19,3,9
44.72,4,2
425.5,4,5
47.35,4,5
74.65,7,5
115.51,1,1
170.4,1,4
15907.34,1,4
2930.57,2,7
2501.66,2,6
15907.34,1,4
94.82,9,2
25.26,2,6
47.08,4,8
58.27,5,7
13213.87,1,7
58.64,5,4
56.78,5,8
45.42,4,2
211.13,2,3
63.91,6,1
30.8,3,8
39.82,3,2
33.48,3,8
49.96,4,6
151.3,1,3
60.55,6,5
216.73,2,3
26.77,2,7
303.89,3,9
459.63,4,3
129.21,1,1
53.75,5,5
59.29,5,9
376.53,3,3
110.01,1,1
161.31,1,1
62.1,6,1
1235.55,1,5
58.88,5,8
175.59,1,9
70.04,7,4
74.47,7,7
293.76,2,6
101.33,1,3
175.9,1,9
104.63,1,3
84.05,8,5
40.18,4,8
253.13,2,3
39.16,3,6
60.05,6,5
56.45,5,5
72.85,7,5
454.05,4,5
36.43,3,3
121.73,1,3
205.65,2,5
62.94,6,4
310.55,3,5
29.12,2,2
49.98,4,8
87.01,8,1
62.28,6,8
46.15,4,5
28.38,2,8
48.76,4,6
1107.57,1,7
43.09,4,9
84.12,8,2
55.77,5,7
48.59,4,9
46.55,4,5
126.05,1,5
114.16,1,6
3759.52,3,2
57.88,5,8
3759.52,3,2
5496.68,5,8
473.65,4,5
50.6,5,6
155.51,1,1
425.38,4,8
13643.41,1,1
5793.38,5,8
12390.15,1,5
28.83,2,3
54.96,5,6
121.46,1,6
402.91,4,1
250.31,2,1
17905.8,1,8
3435.8,3,8
11794.45,1,5
8951.66,8,6
10369.88,1,8
10092.4,1,4
8347.86,8,6
2203.85,2,5
11723.13,1,3
372.74,3,4
255.68,2,8
100.25,1,5
1079.92,1,2
107.07,1,7
584.74,5,4
30.55,3,5
62,6,2
173.69,1,9
624.71,6,1
205.88,2,8
89.28,8,8
128.83,1,3
33.3,3,3
50.88,5,8
344.93,3,3
302.42,3,2
627.03,6,3
59.32,5,2
392.12,3,2
282.82,2,2
731.83,7,3
575.67,5,7
179.04,1,4
324.23,3,3
560.22,5,2
81.25,8,5
5945.98,5,8
17733.39,1,9
37.14,3,4
158.87,1,7
205.61,2,1
65.39,6,9
35.79,3,9
71.43,7,3
77.98,7,8
100.47,1,7
31.11,3,1
57.88,5,8
56.26,5,6
149.6,1,6
211.13,2,3
630.09,6,9
753.01,7,1
55.12,5,2
72.03,7,3
167.97,1,7
66.64,6,4
58.49,5,9
54.74,5,4
40.39,4,9
137.45,1,5
43.04,4,4
164.05,1,5
50.22,5,2
81.1,8,1
73.66,7,6
40.13,4,3
57.5,5,5
53.95,5,5
175.5,1,5
103.69,1,9
27.37,2,7
63.68,6,8
145.92,1,2
37.98,3,8
45.32,4,2
43.83,4,3
71.14,7,4
64.08,6,8
62.74,6,4
43.03,4,3
134.18,1,8
34.38,3,8
45.5,4,5
36.51,3,1
74.6,7,6
26.55,2,5
46.45,4,5
39.5,3,5
38.69,3,9
114.46,1,6
34.86,3,6
40.68,4,8
41579.28,4,8
86.31,8,1
46.59,4,9
55.22,5,2
87.28,8,8
107.14,1,4
6094.9,6,9
31.68,3,8
72.38,7,8
87.99,8,9
27.51,2,1
37.51,3,1
29.78,2,8
54.73,5,3
55.73,5,3
79.66,7,6
28,2,8
64.97,6,7
349.45,3,5
343.05,3,5
262.89,2,9
341.06,3,6
4993.97,4,7
10356.63,1,3
20581.13,2,3
40.79,4,9
111.5,1,5
30.06,3,6
73.22,7,2
78.78,7,8
41.05,4,5
40.36,4,6
93.66,9,6
60.61,6,1
38.73,3,3
128.95,1,5
94.88,9,8
384,3,4
43.43,4,3
26.29,2,9
37.2,3,2
36.8,3,8
28.02,2,2
1243.04,1,4
54.39,5,9
40.77,4,7
69.09,6,9
48.46,4,6
46.06,4,6
51.15,5,5
525.03,5,3
265.25,2,5
266.44,2,4
482.75,4,5
367.11,3,1
171.24,1,4
725.24,7,4
88.67,8,7
272.56,2,6
143.08,1,8
242.79,2,9
295.55,2,5
455.22,4,2
362.33,3,3
227.88,2,8
37.9,3,9
216.47,2,7
928.37,9,7
9408.55,9,5
204.15,2,5
5790.11,5,1
8751.21,8,1
4121.02,4,2
17820.71,1,1
12880.41,1,1
10591.83,1,3
240.92,2,2
72.15,7,5
133.07,1,7
3848.34,3,4
3754.03,3,3
1943.03,1,3
419.17,4,7
684.86,6,6
418.35,4,5
205.11,2,1
474.11,4,1
898.19,8,9
317.73,3,3
532.75,5,5
318.14,3,4
130.43,1,3
304.42,3,2
254.61,2,1
258.03,2,3
166.57,1,7
85.45,8,5
527.86,5,6
523.79,5,9
677.71,6,1
446.8,4,8
145.07,1,7
87.7,8,7
53.08,5,8
186.56,1,6
4436.24,4,4
592.17,5,7
206.99,2,9
327.12,3,2
412.5,4,5
240.45,2,5
84.56,8,6
147.41,1,1
279.49,2,9
175.03,1,3
564.62,5,2
120.11,1,1
250.61,2,1
295.57,2,7
116.65,1,5
175.46,1,6
116.37,1,7
197.23,1,3
418.89,4,9
554.19,5,9
189.68,1,8
84.96,8,6
608.22,6,2
636.31,6,1
63.35,6,5
870.37,8,7
105.85,1,5
198.17,1,7
804.82,8,2
429.04,4,4
113.61,1,1
83.68,8,8
567.16,5,6
4.02,4,2
12.51,1,1
2312.95,2,5
19881.25,1,5
1094.92,1,2
114.99,1,9
72.84,7,4
295.66,2,6
665.61,6,1
1169.48,1,8
94.46,9,6
550.64,5,4
226.84,2,4
312,3,2
132.35,1,5
278.58,2,8
114.26,1,6
580.74,5,4
5509.95,5,5
585.48,5,8
5142.05,5,5
3901.29,3,9
10697.82,1,2
5009.74,5,4
7287.96,7,6
10896.58,1,8
197.15,1,5
256.43,2,3
292.5,2,5
208.67,2,7
422.95,4,5
158.6,1,6
72.31,7,1
84.61,8,1
380.18,3,8
232.54,2,4
372.95,3,5
106.85,1,5
81.92,8,2
277.41,2,1
101.19,1,9
87.19,8,9
4761.2,4,2
67.38,6,8
8923.99,8,9
326.82,3,2
35.3,3,3
25.47,2,7
472.21,4,1
224.86,2,6
549.63,5,3
76.61,7,1
85.4,8,4
159.28,1,8
131.16,1,6
199.69,1,9
120.61,1,1
442.08,4,8
10890.93,1,3
4240.69,4,9
6768.37,6,7
3655.75,3,5
13928.19,1,9
18406.76,1,6
294.6,2,6
190.74,1,4
116.69,1,9
226.08,2,8
196.74,1,4
32.76,3,6
353.77,3,7
62.88,6,8
41.92,4,2
122,1,2
57.55,5,5
39.7,3,7
210.66,2,6
55.4,5,4
127.02,1,2
20.48,2,8
10851.26,1,6
12204.32,1,2
9310.88,9,8
8646.43,8,3
69.72,6,2
9567.63,9,3
4410.1,4,1
544.21,5,1
3620.18,3,8
7763.62,7,2
11808.46,1,6
8392.29,8,9
11045.41,1,1
10415.74,1,4
12906.26,1,6
13910.91,1,1
16770.52,1,2
10688.4,1,4
228.26,2,6
437.39,4,9
505.78,5,8
7471.02,7,2
2981.43,2,3
1899.13,1,3
19173.63,1,3
613.18,6,8
5509.68,5,8
50.56,5,6
23.62,2,2
59.29,5,9
46.65,4,5
50.01,5,1
593.15,5,5
5766.78,5,8
11138.66,1,6
1109.6,1,6
10432.3,1,3
7694.65,7,5
35.65,3,5
349.2,3,2
111.81,1,1
96.59,9,9
31.31,3,1
75.65,7,5
116.09,1,9
52.79,5,9
39.47,3,7
8.11,8,1
39.1,3,1
131.71,1,1
17.19,1,9
33.67,3,7
33.17,3,7
18.62,1,2
26.31,2,1
24.35,2,5
8.57,8,7
21.98,2,8
32.46,3,6
28.85,2,5
58.78,5,8
42.69,4,9
4876.56,4,6
2022.47,2,7
22.52,2,2
27.31,2,1
18.62,1,2
150.24,1,4
102.63,1,3
34.19,3,9
23.83,2,3
51.59,5,9
44.9,4,9
57.38,5,8
361,3,1
14.83,1,3
44.04,4,4
68.14,6,4
9.27,9,7
39.18,3,8
41.34,4,4
57.14,5,4
19.48,1,8
16.66,1,6
76.78,7,8
1243.04,1,4
64.83,6,3
28.52,2,2
51.07,5,7
97.53,9,3
45.68,4,8
31.98,3,8
26.91,2,1
43.14,4,4
17075.73,1,3
5426.33,5,3
18744.74,1,4
15086.36,1,6
3818.86,3,6
64.08,6,8
50.89,5,9
4.44,4,4
27.56,2,6
19.31,1,1
89.35,8,5
37.01,3,1
18.9,1,9
49.93,4,3
47.93,4,3
20.34,2,4
36.26,3,6
16.64,1,4
63.84,6,4
200.85,2,5
31.99,3,9
5292.26,5,6
15494.35,1,5
66.75,6,5
82.37,8,7
66.6,6,6
51.27,5,7
42.34,4,4
37.74,3,4
30.39,3,9
20.47,2,7
7.95,7,5
40.89,4,9
264.1,2,1
188.97,1,7
19.14,1,4
9.29,9,9
36.6,3,6
78.57,7,7
64.08,6,8
53.16,5,6
14039.68,1,8
10765.31,1,1
12404.04,1,4
13659.86,1,6
10991.16,1,6
10318.75,1,5
2575.56,2,6
65.98,6,8
61.83,6,3
110.04,1,4
118.02,1,2
48.01,4,1
77.25,7,5
36.02,3,2
26.87,2,7
15.87,1,7
12.35,1,5
19.27,1,7
23.56,2,6
82.07,8,7
37.98,3,8
39.5,3,5
22061.86,2,6
41.8,4,8
36.51,3,1
79.66,7,6
28,2,8
85.56,8,6
80.76,8,6
44.81,4,1
30.22,3,2
36.64,3,4
19.41,1,1
19.47,1,7
21.86,2,6
25.02,2,2
35.42,3,2
34.38,3,8
10419.38,1,8
64.08,6,8
5171.37,5,7
26.29,2,9
46.45,4,5
112211.04,1,4
55.22,5,2
86.31,8,1
107.14,1,4
11015.28,1,8
72.38,7,8
27.51,2,1
29.78,2,8
55.73,5,3
91.24,9,4
32.72,3,2
32.2,3,2
21.36,2,6
78.29,7,9
31.02,3,2
27.11,2,1
27.18,2,8
81.65,8,5
49.9,4,9
73.66,7,6
30.06,3,6
41.05,4,5
167.97,1,7
40.39,4,9
93.66,9,6
9.6,9,6
5211.38,5,8
25787.28,2,8
6440.49,6,9
83,8,3
25.42,2,2
55.74,5,4
141.17,1,7
51.98,5,8
32.99,3,9
80.02,8,2
1.06,1,6
6.61,6,1
62.88,6,8
63.52,6,2
71.14,7,4
43.43,4,3
62.74,6,4
43.03,4,3
26.55,2,5
114.46,1,6
34.86,3,6
37.2,3,2
36.8,3,8
28.02,2,2
40.68,4,8
1783.89,1,9
46.59,4,9
54.39,5,9
40.77,4,7
69.09,6,9
31.68,3,8
87.99,8,9
48.46,4,6
46.06,4,6
54.73,5,3
51.15,5,5
17.01,1,1
36.4,3,4
36.27,3,7
52.96,5,6
40.27,4,7
44.68,4,8
22.43,2,3
28.67,2,7
25.66,2,6
31.69,3,9
91.81,9,1
11.26,1,6
17.56,1,6
48.64,4,4
33.31,3,1
270.14,2,4
22.92,2,2
48.1,4,1
38.18,3,8
42.75,4,5
43.04,4,4
40.13,4,3
57.5,5,5
53.95,5,5
45.32,4,2
103.69,1,9
27.37,2,7
73.22,7,2
72.03,7,3
78.78,7,8
94.88,9,8
40.36,4,6
55.12,5,2
58.49,5,9
54.74,5,4
37.9,3,9
50.22,5,2
60.61,6,1
81.1,8,1
6013.22,6,2
10645.3,1,3
13694.89,1,9
4240.69,4,9
131.75,1,5
466.95,4,5
92.58,9,8
44.22,4,2
35.65,3,5
152.25,1,5
27.41,2,1
38.17,3,7
31.24,3,4
276.62,2,2
42.78,4,8
20937.46,2,6
59.57,5,7
514.18,5,8
368.59,3,9
97.35,9,5
22.23,2,3
61.77,6,7
123.39,1,9
57.16,5,6
12.9,1,9
25.38,2,8
13.45,1,5
122.79,1,9
412.5,4,5
6090.34,6,4
2450.73,2,3
67.39,6,9
277,2,7
205.62,2,2
204.01,2,1
649.22,6,2
139.96,1,6
231.47,2,7
39.55,3,5
106.72,1,2
33.29,3,9
19.53,1,3
78.2,7,2
33.52,3,2
29.03,2,3
26.89,2,9
10632.29,1,9
74.6,7,6
6151.17,6,7
15583.72,1,2
90.66,9,6
693.81,6,1
794.91,7,1
14719.25,1,5
8740.37,8,7
5695.02,5,2
3073.71,3,1
8604.01,8,1
30091.06,3,6
416.24,4,4
32.09,3,9
34.49,3,9
121.72,1,2
43.43,4,3
79.71,7,1
101.85,1,5
28.95,2,5
120.08,1,8
37.96,3,6
74.44,7,4
5754.36,5,6
13174.28,1,8
12796.08,1,8
4372.79,4,9
37.17,3,7
45.06,4,6
117.42,1,2
37.49,3,9
25.18,2,8
122.84,1,4
53.26,5,6
53.22,5,2
133.16,1,6
67.58,6,8
58.41,5,1
7330.8,7,8
77.18,7,8
66.74,6,4
45.69,4,9
211.81,2,1
20.11,2,1
21.43,2,3
79.22,7,2
35.07,3,7
31750.98,3,8
66.45,6,5
12662.48,1,8
11111.8,1,8
12015.15,1,5
4975.71,4,1
1050.98,1,8
4624.54,4,4
10132.62,1,2
13764.51,1,1
10888.97,1,7
12361.19,1,9
15165.9,1,9
17688.05,1,5
19882.91,1,1
13262.75,1,5
53.31,5,1
11399.52,1,2
7696.41,7,1
4857.28,4,8
154.98,1,8
33.83,3,3
38.17,3,7
34.27,3,7
33.78,3,8
680,6,0
6756.51,6,1
7068.07,7,7
10656.05,1,5
11539.93,1,3
4564.54,4,4
15225.94,1,4
138.06,1,6
6675.88,6,8
3093.77,3,7
5985.14,5,4
71.5,7,5
74.46,7,6
65.07,6,7
5088.98,5,8
32.08,3,8
46.85,4,5
41.54,4,4
63.46,6,6
35.15,3,5
31.47,3,7
9121.63,9,3
2750.44,2,4
20675.37,2,7
602.9,6,9
46.58,4,8
127.01,1,1
87.18,8,8
30.91,3,1
8,8,8
46.04,4,4
52.66,5,6
26.52,2,2
107.17,1,7
1336.58,1,8
8205.4,8,4
10850.52,1,2
9607.41,9,1
8807.07,8,7
20375.72,2,2
6652.52,6,2
7076.08,7,8
7305.99,7,9
9323.93,9,3
10544.78,1,8
7055.4,7,4
124.47,1,7
29.38,2,8
95.79,9,9
133.01,1,1
18.67,1,7
33.56,3,6
17.33,1,3
5.33,5,3
36.05,3,5
62.09,6,9
51.81,5,1
58.51,5,1
49.34,4,4
26.49,2,9
104.65,1,5
22.75,2,5
31.09,3,9
27.15,2,5
25.94,2,4
197.52,1,2
137.51,1,1
23,2,3
13443.63,1,3
7793.04,7,4
43.93,4,3
75.85,7,5
14.76,1,6
70.59,7,9
22.95,2,5
108.68,1,8
49.84,4,4
39.32,3,2
171.48,1,8
34.11,3,1
61.32,6,2
60.18,6,8
222,2,2
40.03,4,3
49.9,4,9
113.33,1,3
246.09,2,9
103.91,1,1
35.43,3,3
33.38,3,8
87.4,8,4
83.03,8,3
68.84,6,4
68.83,6,3
64.4,6,4
79.87,7,7
49.13,4,3
106.19,1,9
54.02,5,2
18.08,1,8
56.38,5,8
227.65,2,5
23.93,2,3
136.09,1,9
21.34,2,4
18.41,1,1
234.32,2,2
18.85,1,5
77.27,7,7
67.67,6,7
18.29,1,9
104.54,1,4
329.98,3,8
79.99,7,9
121.31,1,1
45.75,4,5
54.58,5,8
38.87,3,7
156.12,1,2
31.19,3,9
91.5,9,5
39.62,3,2
157.56,1,6
120.43,1,3
233.54,2,4
75.75,7,5
43.6,4,6
101.95,1,5
55,5,5
42.95,4,5
29.56,2,6
20.5,2,5
51268.48,5,8
78.45,7,5
47.73,4,3
60.97,6,7
85.65,8,5
13.32,1,2
124.15,1,5
61.58,6,8
50.5,5,5
115.9,1,9
227.59,2,9
156.96,1,6
43.17,4,7
67.22,6,2
20.75,2,5
50.89,5,9
236.65,2,5
45.34,4,4
189.42,1,2
156.53,1,3
21.81,2,1
118.34,1,4
175.74,1,4
178.31,1,1
134,1,4
249.94,2,4
371.58,3,8
38.74,3,4
107.19,1,9
119.88,1,8
115.28,1,8
87.69,8,9
84.02,8,2
98.39,9,9
45.93,4,3
47.86,4,6
531.77,5,7
53.93,5,3
5616.3,5,3
44.38,4,8
48.47,4,7
106.46,1,6
55.25,5,5
182.1,1,1
70.45,7,5
88.72,8,2
1783.89,1,9
64.83,6,3
48.69,4,9
52.9,5,9
46.38,4,8
72.15,7,5
10.48,1,8
46.24,4,4
80.88,8,8
50.51,5,1
21.19,2,9
18.59,1,9
93.14,9,4
34.41,3,1
48.49,4,9
45.79,4,9
26.75,2,5
4.07,4,7
12.68,1,8
7167.56,7,6
38.25,3,5
12533.89,1,9
104.56,1,6
3641.25,3,5
112.58,1,8
7.42,7,2
3.94,3,4
40.25,4,5
27.41,2,1
27.01,2,1
79.59,7,9
42.26,4,6
40.57,4,7
26.08,2,8
18.91,1,1
16212.24,1,4
92.65,9,5
325.87,3,7
42.32,4,2
121.09,1,9
7.12,7,2
38.62,3,2
20.32,2,2
312.94,3,4
154.28,1,8
18.81,1,1
159.51,1,1
122.4,1,4
15832.85,1,5
12583.57,1,7
14512.19,1,9
15565.51,1,1
