country,type,details,month,year,number,first,last
Finland,Internal.medic,Endocrinology (internal medicine),december,2007,186,1,6
Finland,Internal.medic,Rheumotology,december,2007,143,1,3
Finland,Internal.medic,Nephrology,december,2007,30,3,0
Finland,Internal.medic,Haematology,december,2007,18,1,8
Finland,Internal.medic,Geriatrics (internal medicine),december,2007,2,2,2
Finland,Internal.medic,Infectious diseases,december,2007,10,1,0
Finland,Internal.medic,Allergology (internal medicine),december,2007,0,0,0
Finland,Speciality,SURGERY,april,2008,6050,6,0
Finland,Speciality,OPHTHALMOLOGY,april,2008,2659,2,9
Finland,Speciality,OTORHINOLARYNGOLOGY,april,2008,2628,2,8
Finland,Speciality,INTERNAL MEDICINE,april,2008,2013,2,3
Finland,Speciality,NEUROLOGY,april,2008,755,7,5
Finland,Speciality,OTHER,april,2008,732,7,2
Finland,Speciality,ORAL AND MAXILLOFACIAL SURGERY,april,2008,459,4,9
Finland,Speciality,DERMATOLOGY AND VENEREOLOGY,april,2008,687,6,7
Finland,Speciality,OBSTETRICS AND GYNAECOLOGY,april,2008,1235,1,5
Finland,Speciality,RESPIRATORY MEDICINE,april,2008,600,6,0
Finland,Speciality,PAEDIATRICS,april,2008,464,4,4
Finland,Speciality,NEUROSURGERY,april,2008,43,4,3
Finland,Speciality,PSYCHIATRY,april,2008,86,8,6
Finland,Speciality,ANAESTHESIOLOGY,april,2008,45,4,5
Finland,Speciality,ADOLESCENT AND CHILD PSYCHIATRY,april,2008,51,5,1
Finland,Speciality,CHILD NEUROLOGY,april,2008,70,7,0
Finland,Speciality,PHONIATRICS,april,2008,310,3,0
Finland,Speciality,ONCOLOGY AND RADIOLOGY,april,2008,35,3,5
Finland,Process,Orthopaedics,april,2008,2883,2,3
Finland,Process,Hand surgery,april,2008,245,2,5
Finland,Process,Surgery,april,2008,1004,1,4
Finland,Process,Gastroenterological surgery,april,2008,724,7,4
Finland,Process,Urology,april,2008,478,4,8
Finland,Process,Vascular surgery,april,2008,363,3,3
Finland,Process,Plastic surgery,april,2008,133,1,3
Finland,Process,Paediatric surgery,april,2008,129,1,9
Finland,Process,General surgery,april,2008,79,7,9
Finland,Process,Cardiothoracic surgery,april,2008,12,1,2
Finland,Internal.medic,Cardiology,april,2008,566,5,6
Finland,Internal.medic,Internal medicine,april,2008,810,8,0
Finland,Internal.medic,Gastroenterology (internal medicine),april,2008,240,2,0
Finland,Internal.medic,Endocrinology (internal medicine),april,2008,128,1,8
Finland,Internal.medic,Rheumotology,april,2008,223,2,3
Finland,Internal.medic,Nephrology,april,2008,25,2,5
Finland,Internal.medic,Haematology,april,2008,12,1,2
Finland,Internal.medic,Geriatrics (internal medicine),april,2008,1,1,1
Finland,Internal.medic,Infectious diseases,april,2008,7,7,7
Finland,Internal.medic,Allergology (internal medicine),april,2008,1,1,1
Finland,Speciality,SURGERY,augost,2008,11321,1,1
Finland,Speciality,OPHTHALMOLOGY,augost,2008,3342,3,2
Finland,Speciality,OTORHINOLARYNGOLOGY,augost,2008,3427,3,7
Finland,Speciality,INTERNAL MEDICINE,augost,2008,2906,2,6
Finland,Speciality,NEUROLOGY,augost,2008,927,9,7
Finland,Speciality,OTHER,augost,2008,973,9,3
Finland,Speciality,ORAL AND MAXILLOFACIAL SURGERY,augost,2008,547,5,7
Finland,Speciality,DERMATOLOGY AND VENEREOLOGY,augost,2008,656,6,6
Finland,Speciality,OBSTETRICS AND GYNAECOLOGY,augost,2008,1355,1,5
Finland,Speciality,RESPIRATORY MEDICINE,augost,2008,783,7,3
Finland,Speciality,PAEDIATRICS,augost,2008,565,5,5
Finland,Speciality,NEUROSURGERY,augost,2008,149,1,9
Finland,Speciality,PSYCHIATRY,augost,2008,148,1,8
Finland,Speciality,ANAESTHESIOLOGY,augost,2008,65,6,5
Finland,Speciality,ADOLESCENT AND CHILD PSYCHIATRY,augost,2008,137,1,7
Finland,Speciality,CHILD NEUROLOGY,augost,2008,172,1,2
Finland,Speciality,PHONIATRICS,augost,2008,121,1,1
Finland,Speciality,ONCOLOGY AND RADIOLOGY,augost,2008,46,4,6
Finland,Process,Orthopaedics,augost,2008,6200,6,0
Finland,Process,Hand surgery,augost,2008,735,7,5
Finland,Process,Surgery,augost,2008,969,9,9
Finland,Process,Gastroenterological surgery,augost,2008,1166,1,6
Finland,Process,Urology,augost,2008,769,7,9
Finland,Process,Vascular surgery,augost,2008,542,5,2
Finland,Process,Plastic surgery,augost,2008,324,3,4
Finland,Process,Paediatric surgery,augost,2008,294,2,4
Finland,Process,General surgery,augost,2008,306,3,6
Finland,Process,Cardiothoracic surgery,augost,2008,16,1,6
Finland,Internal.medic,Cardiology,augost,2008,797,7,7
Finland,Internal.medic,Internal medicine,augost,2008,987,9,7
Finland,Internal.medic,Gastroenterology (internal medicine),augost,2008,445,4,5
Finland,Internal.medic,Endocrinology (internal medicine),augost,2008,310,3,0
Finland,Internal.medic,Rheumotology,augost,2008,281,2,1
Finland,Internal.medic,Nephrology,augost,2008,29,2,9
Finland,Internal.medic,Haematology,augost,2008,18,1,8
Finland,Internal.medic,Geriatrics (internal medicine),augost,2008,1,1,1
Finland,Internal.medic,Infectious diseases,augost,2008,16,1,6
Finland,Internal.medic,Allergology (internal medicine),augost,2008,22,2,2
Finland,Speciality,SURGERY,december,2008,7571,7,1
Finland,Speciality,OPHTHALMOLOGY,december,2008,2158,2,8
Finland,Speciality,OTORHINOLARYNGOLOGY,december,2008,1883,1,3
Finland,Speciality,INTERNAL MEDICINE,december,2008,1645,1,5
Finland,Speciality,NEUROLOGY,december,2008,676,6,6
Finland,Speciality,OTHER,december,2008,795,7,5
Finland,Speciality,ORAL AND MAXILLOFACIAL SURGERY,december,2008,322,3,2
Finland,Speciality,DERMATOLOGY AND VENEREOLOGY,december,2008,508,5,8
Finland,Speciality,OBSTETRICS AND GYNAECOLOGY,december,2008,674,6,4
Finland,Speciality,RESPIRATORY MEDICINE,december,2008,396,3,6
Finland,Speciality,PAEDIATRICS,december,2008,295,2,5
Finland,Speciality,NEUROSURGERY,december,2008,90,9,0
Finland,Speciality,PSYCHIATRY,december,2008,114,1,4
Finland,Speciality,ANAESTHESIOLOGY,december,2008,120,1,0
Finland,Speciality,ADOLESCENT AND CHILD PSYCHIATRY,december,2008,118,1,8
Finland,Speciality,CHILD NEUROLOGY,december,2008,103,1,3
Finland,Speciality,PHONIATRICS,december,2008,134,1,4
Finland,Speciality,ONCOLOGY AND RADIOLOGY,december,2008,106,1,6
Finland,Process,Orthopaedics,december,2008,4609,4,9
Finland,Process,Hand surgery,december,2008,524,5,4
Finland,Process,Surgery,december,2008,340,3,0
Finland,Process,Gastroenterological surgery,december,2008,538,5,8
Finland,Process,Urology,december,2008,376,3,6
Finland,Process,Vascular surgery,december,2008,416,4,6
Finland,Process,Plastic surgery,december,2008,295,2,5
Finland,Process,Paediatric surgery,december,2008,203,2,3
Finland,Process,General surgery,december,2008,245,2,5
Finland,Process,Cardiothoracic surgery,december,2008,25,2,5
Finland,Internal.medic,Cardiology,december,2008,464,4,4
Finland,Internal.medic,Internal medicine,december,2008,465,4,5
Finland,Internal.medic,Gastroenterology (internal medicine),december,2008,223,2,3
Finland,Internal.medic,Endocrinology (internal medicine),december,2008,239,2,9
Finland,Internal.medic,Rheumotology,december,2008,193,1,3
Finland,Internal.medic,Nephrology,december,2008,13,1,3
Finland,Internal.medic,Haematology,december,2008,23,2,3
Finland,Internal.medic,Geriatrics (internal medicine),december,2008,0,0,0
Finland,Internal.medic,Infectious diseases,december,2008,14,1,4
Finland,Internal.medic,Allergology (internal medicine),december,2008,11,1,1
Finland,Speciality,SURGERY,april,2009,6954,6,4
Finland,Speciality,OPHTHALMOLOGY,april,2009,2343,2,3
Finland,Speciality,OTORHINOLARYNGOLOGY,april,2009,1679,1,9
Finland,Speciality,INTERNAL MEDICINE,april,2009,1523,1,3
Finland,Speciality,NEUROLOGY,april,2009,580,5,0
Finland,Speciality,OTHER,april,2009,689,6,9
Finland,Speciality,ORAL AND MAXILLOFACIAL SURGERY,april,2009,386,3,6
Finland,Speciality,DERMATOLOGY AND VENEREOLOGY,april,2009,494,4,4
Finland,Speciality,OBSTETRICS AND GYNAECOLOGY,april,2009,721,7,1
Finland,Speciality,RESPIRATORY MEDICINE,april,2009,463,4,3
Finland,Speciality,PAEDIATRICS,april,2009,264,2,4
Finland,Speciality,NEUROSURGERY,april,2009,128,1,8
Finland,Speciality,PSYCHIATRY,april,2009,65,6,5
Finland,Speciality,ANAESTHESIOLOGY,april,2009,55,5,5
Finland,Speciality,ADOLESCENT AND CHILD PSYCHIATRY,april,2009,89,8,9
Finland,Speciality,CHILD NEUROLOGY,april,2009,134,1,4
Finland,Speciality,PHONIATRICS,april,2009,118,1,8
Finland,Speciality,ONCOLOGY AND RADIOLOGY,april,2009,32,3,2
Finland,Process,Orthopaedics,april,2009,4309,4,9
Finland,Process,Hand surgery,april,2009,545,5,5
Finland,Process,Surgery,april,2009,343,3,3
Finland,Process,Gastroenterological surgery,april,2009,514,5,4
Finland,Process,Urology,april,2009,455,4,5
Finland,Process,Vascular surgery,april,2009,161,1,1
Finland,Process,Plastic surgery,april,2009,208,2,8
Finland,Process,Paediatric surgery,april,2009,128,1,8
Finland,Process,General surgery,april,2009,275,2,5
Finland,Process,Cardiothoracic surgery,april,2009,16,1,6
Finland,Internal.medic,Cardiology,april,2009,454,4,4
Finland,Internal.medic,Internal medicine,april,2009,413,4,3
Finland,Internal.medic,Gastroenterology (internal medicine),april,2009,199,1,9
Finland,Internal.medic,Endocrinology (internal medicine),april,2009,293,2,3
Finland,Internal.medic,Rheumotology,april,2009,110,1,0
Finland,Internal.medic,Nephrology,april,2009,9,9,9
Finland,Internal.medic,Haematology,april,2009,18,1,8
Finland,Internal.medic,Geriatrics (internal medicine),april,2009,1,1,1
Finland,Internal.medic,Infectious diseases,april,2009,5,5,5
Finland,Internal.medic,Allergology (internal medicine),april,2009,21,2,1
Finland,Speciality,SURGERY,augost,2009,12628,1,8
Finland,Speciality,OPHTHALMOLOGY,augost,2009,3610,3,0
Finland,Speciality,OTORHINOLARYNGOLOGY,augost,2009,2502,2,2
Finland,Speciality,INTERNAL MEDICINE,augost,2009,1810,1,0
Finland,Speciality,NEUROLOGY,augost,2009,960,9,0
Finland,Speciality,OTHER,augost,2009,818,8,8
Finland,Speciality,ORAL AND MAXILLOFACIAL SURGERY,augost,2009,514,5,4
Finland,Speciality,DERMATOLOGY AND VENEREOLOGY,augost,2009,540,5,0
Finland,Speciality,OBSTETRICS AND GYNAECOLOGY,augost,2009,1271,1,1
Finland,Speciality,RESPIRATORY MEDICINE,augost,2009,548,5,8
Finland,Speciality,PAEDIATRICS,augost,2009,410,4,0
Finland,Speciality,NEUROSURGERY,augost,2009,243,2,3
Finland,Speciality,PSYCHIATRY,augost,2009,530,5,0
Finland,Speciality,ANAESTHESIOLOGY,augost,2009,60,6,0
Finland,Speciality,ADOLESCENT AND CHILD PSYCHIATRY,augost,2009,141,1,1
Finland,Speciality,CHILD NEUROLOGY,augost,2009,266,2,6
Finland,Speciality,PHONIATRICS,augost,2009,168,1,8
Finland,Speciality,ONCOLOGY AND RADIOLOGY,augost,2009,43,4,3
Finland,Process,Orthopaedics,augost,2009,6620,6,0
Finland,Process,Hand surgery,augost,2009,1088,1,8
Finland,Process,Surgery,augost,2009,994,9,4
Finland,Process,Gastroenterological surgery,augost,2009,1050,1,0
Finland,Process,Urology,augost,2009,985,9,5
Finland,Process,Vascular surgery,augost,2009,485,4,5
Finland,Process,Plastic surgery,augost,2009,426,4,6
Finland,Process,Paediatric surgery,augost,2009,311,3,1
Finland,Process,General surgery,augost,2009,642,6,2
Finland,Process,Cardiothoracic surgery,augost,2009,27,2,7
Finland,Internal.medic,Cardiology,augost,2009,608,6,8
Finland,Internal.medic,Internal medicine,augost,2009,434,4,4
Finland,Internal.medic,Gastroenterology (internal medicine),augost,2009,304,3,4
Finland,Internal.medic,Endocrinology (internal medicine),augost,2009,183,1,3
Finland,Internal.medic,Rheumotology,augost,2009,173,1,3
Finland,Internal.medic,Nephrology,augost,2009,26,2,6
Finland,Internal.medic,Haematology,augost,2009,19,1,9
Finland,Internal.medic,Geriatrics (internal medicine),augost,2009,4,4,4
Finland,Internal.medic,Infectious diseases,augost,2009,9,9,9
Finland,Internal.medic,Allergology (internal medicine),augost,2009,50,5,0
Finland,Speciality,SURGERY,december,2009,10949,1,9
Finland,Speciality,OPHTHALMOLOGY,december,2009,2166,2,6
Finland,Speciality,OTORHINOLARYNGOLOGY,december,2009,1172,1,2
Finland,Speciality,INTERNAL MEDICINE,december,2009,1292,1,2
Finland,Speciality,NEUROLOGY,december,2009,534,5,4
Finland,Speciality,OTHER,december,2009,633,6,3
Finland,Speciality,ORAL AND MAXILLOFACIAL SURGERY,december,2009,361,3,1
Finland,Speciality,DERMATOLOGY AND VENEREOLOGY,december,2009,248,2,8
Finland,Speciality,OBSTETRICS AND GYNAECOLOGY,december,2009,769,7,9
Finland,Speciality,RESPIRATORY MEDICINE,december,2009,255,2,5
Finland,Speciality,PAEDIATRICS,december,2009,303,3,3
Finland,Speciality,NEUROSURGERY,december,2009,204,2,4
Finland,Speciality,PSYCHIATRY,december,2009,256,2,6
Finland,Speciality,ANAESTHESIOLOGY,december,2009,20,2,0
Finland,Speciality,ADOLESCENT AND CHILD PSYCHIATRY,december,2009,124,1,4
Finland,Speciality,CHILD NEUROLOGY,december,2009,166,1,6
Finland,Speciality,PHONIATRICS,december,2009,136,1,6
Finland,Speciality,ONCOLOGY AND RADIOLOGY,december,2009,26,2,6
Finland,Process,Orthopaedics,december,2009,6648,6,8
Finland,Process,Hand surgery,december,2009,788,7,8
Finland,Process,Surgery,december,2009,792,7,2
Finland,Process,Gastroenterological surgery,december,2009,655,6,5
Finland,Process,Urology,december,2009,560,5,0
Finland,Process,Vascular surgery,december,2009,433,4,3
Finland,Process,Plastic surgery,december,2009,292,2,2
Finland,Process,Paediatric surgery,december,2009,237,2,7
Finland,Process,General surgery,december,2009,521,5,1
Finland,Process,Cardiothoracic surgery,december,2009,23,2,3
Finland,Internal.medic,Cardiology,december,2009,484,4,4
Finland,Internal.medic,Internal medicine,december,2009,340,3,0
Finland,Internal.medic,Gastroenterology (internal medicine),december,2009,185,1,5
Finland,Internal.medic,Endocrinology (internal medicine),december,2009,141,1,1
Finland,Internal.medic,Rheumotology,december,2009,83,8,3
Finland,Internal.medic,Nephrology,december,2009,12,1,2
Finland,Internal.medic,Haematology,december,2009,15,1,5
Finland,Internal.medic,Geriatrics (internal medicine),december,2009,12,1,2
Finland,Internal.medic,Infectious diseases,december,2009,8,8,8
Finland,Internal.medic,Allergology (internal medicine),december,2009,12,1,2
Finland,Speciality,SURGERY,april,2010,8731,8,1
Finland,Speciality,OPHTHALMOLOGY,april,2010,1854,1,4
Finland,Speciality,OTORHINOLARYNGOLOGY,april,2010,1351,1,1
Finland,Speciality,INTERNAL MEDICINE,april,2010,1219,1,9
Finland,Speciality,NEUROLOGY,april,2010,652,6,2
Finland,Speciality,OTHER,april,2010,627,6,7
Finland,Speciality,ORAL AND MAXILLOFACIAL SURGERY,april,2010,312,3,2
Finland,Speciality,DERMATOLOGY AND VENEREOLOGY,april,2010,266,2,6
Finland,Speciality,OBSTETRICS AND GYNAECOLOGY,april,2010,817,8,7
Finland,Speciality,RESPIRATORY MEDICINE,april,2010,386,3,6
Finland,Speciality,PAEDIATRICS,april,2010,327,3,7
Finland,Speciality,NEUROSURGERY,april,2010,225,2,5
Finland,Speciality,PSYCHIATRY,april,2010,111,1,1
Finland,Speciality,ANAESTHESIOLOGY,april,2010,43,4,3
Finland,Speciality,ADOLESCENT AND CHILD PSYCHIATRY,april,2010,125,1,5
Finland,Speciality,CHILD NEUROLOGY,april,2010,133,1,3
Finland,Speciality,PHONIATRICS,april,2010,135,1,5
Finland,Speciality,ONCOLOGY AND RADIOLOGY,april,2010,20,2,0
Finland,Process,Orthopaedics,april,2010,4938,4,8
Finland,Process,Hand surgery,april,2010,760,7,0
Finland,Process,Surgery,april,2010,669,6,9
Finland,Process,Gastroenterological surgery,april,2010,593,5,3
Finland,Process,Urology,april,2010,591,5,1
Finland,Process,Vascular surgery,april,2010,240,2,0
Finland,Process,Plastic surgery,april,2010,263,2,3
Finland,Process,Paediatric surgery,april,2010,305,3,5
Finland,Process,General surgery,april,2010,359,3,9
Finland,Process,Cardiothoracic surgery,april,2010,13,1,3
Finland,Internal.medic,Cardiology,april,2010,419,4,9
Finland,Internal.medic,Internal medicine,april,2010,411,4,1
Finland,Internal.medic,Gastroenterology (internal medicine),april,2010,178,1,8
Finland,Internal.medic,Endocrinology (internal medicine),april,2010,122,1,2
Finland,Internal.medic,Rheumotology,april,2010,40,4,0
Finland,Internal.medic,Nephrology,april,2010,15,1,5
Finland,Internal.medic,Haematology,april,2010,13,1,3
Finland,Internal.medic,Geriatrics (internal medicine),april,2010,0,0,0
Finland,Internal.medic,Infectious diseases,april,2010,9,9,9
Finland,Internal.medic,Allergology (internal medicine),april,2010,12,1,2
Finland,Speciality,SURGERY,augost,2010,13533,1,3
Finland,Speciality,OPHTHALMOLOGY,augost,2010,2874,2,4
Finland,Speciality,OTORHINOLARYNGOLOGY,augost,2010,2078,2,8
Finland,Speciality,INTERNAL MEDICINE,augost,2010,2157,2,7
Finland,Speciality,NEUROLOGY,augost,2010,1033,1,3
Finland,Speciality,OTHER,augost,2010,854,8,4
Finland,Speciality,ORAL AND MAXILLOFACIAL SURGERY,augost,2010,554,5,4
Finland,Speciality,DERMATOLOGY AND VENEREOLOGY,augost,2010,401,4,1
Finland,Speciality,OBSTETRICS AND GYNAECOLOGY,augost,2010,1344,1,4
Finland,Speciality,RESPIRATORY MEDICINE,augost,2010,522,5,2
Finland,Speciality,PAEDIATRICS,augost,2010,496,4,6
Finland,Speciality,NEUROSURGERY,augost,2010,325,3,5
Finland,Speciality,PSYCHIATRY,augost,2010,118,1,8
Finland,Speciality,ANAESTHESIOLOGY,augost,2010,83,8,3
Finland,Speciality,ADOLESCENT AND CHILD PSYCHIATRY,augost,2010,166,1,6
Finland,Speciality,CHILD NEUROLOGY,augost,2010,235,2,5
Finland,Speciality,PHONIATRICS,augost,2010,158,1,8
Finland,Speciality,ONCOLOGY AND RADIOLOGY,augost,2010,31,3,1
Finland,Process,Orthopaedics,augost,2010,6954,6,4
Finland,Process,Hand surgery,augost,2010,1105,1,5
Finland,Process,Surgery,augost,2010,1658,1,8
Finland,Process,Gastroenterological surgery,augost,2010,1125,1,5
Finland,Process,Urology,augost,2010,872,8,2
Finland,Process,Vascular surgery,augost,2010,568,5,8
Finland,Process,Plastic surgery,augost,2010,469,4,9
Finland,Process,Paediatric surgery,augost,2010,319,3,9
Finland,Process,General surgery,augost,2010,445,4,5
Finland,Process,Cardiothoracic surgery,augost,2010,18,1,8
Finland,Internal.medic,Cardiology,augost,2010,700,7,0
Finland,Internal.medic,Internal medicine,augost,2010,726,7,6
Finland,Internal.medic,Gastroenterology (internal medicine),augost,2010,318,3,8
Finland,Internal.medic,Endocrinology (internal medicine),augost,2010,159,1,9
Finland,Internal.medic,Rheumotology,augost,2010,123,1,3
Finland,Internal.medic,Nephrology,augost,2010,32,3,2
Finland,Internal.medic,Haematology,augost,2010,22,2,2
Finland,Internal.medic,Geriatrics (internal medicine),augost,2010,0,0,0
Finland,Internal.medic,Infectious diseases,augost,2010,7,7,7
Finland,Internal.medic,Allergology (internal medicine),augost,2010,70,7,0
Finland,Speciality,SURGERY,december,2010,7631,7,1
Finland,Speciality,OPHTHALMOLOGY,december,2010,2021,2,1
Finland,Speciality,OTORHINOLARYNGOLOGY,december,2010,1228,1,8
Finland,Speciality,INTERNAL MEDICINE,december,2010,995,9,5
Finland,Speciality,NEUROLOGY,december,2010,864,8,4
Finland,Speciality,OTHER,december,2010,377,3,7
Finland,Speciality,ORAL AND MAXILLOFACIAL SURGERY,december,2010,397,3,7
Finland,Speciality,DERMATOLOGY AND VENEREOLOGY,december,2010,276,2,6
Finland,Speciality,OBSTETRICS AND GYNAECOLOGY,december,2010,848,8,8
Finland,Speciality,RESPIRATORY MEDICINE,december,2010,204,2,4
Finland,Speciality,PAEDIATRICS,december,2010,354,3,4
Finland,Speciality,NEUROSURGERY,december,2010,197,1,7
Finland,Speciality,PSYCHIATRY,december,2010,74,7,4
Finland,Speciality,ANAESTHESIOLOGY,december,2010,54,5,4
Finland,Speciality,ADOLESCENT AND CHILD PSYCHIATRY,december,2010,29,2,9
Finland,Speciality,CHILD NEUROLOGY,december,2010,196,1,6
Finland,Speciality,PHONIATRICS,december,2010,113,1,3
Finland,Speciality,ONCOLOGY AND RADIOLOGY,december,2010,48,4,8
Finland,Process,Orthopaedics,december,2010,3437,3,7
Finland,Process,Hand surgery,december,2010,655,6,5
Finland,Process,Surgery,december,2010,1150,1,0
Finland,Process,Gastroenterological surgery,december,2010,622,6,2
Finland,Process,Urology,december,2010,301,3,1
Finland,Process,Vascular surgery,december,2010,700,7,0
Finland,Process,Plastic surgery,december,2010,335,3,5
Finland,Process,Paediatric surgery,december,2010,130,1,0
Finland,Process,General surgery,december,2010,284,2,4
Finland,Process,Cardiothoracic surgery,december,2010,17,1,7
Finland,Internal.medic,Cardiology,december,2010,244,2,4
Finland,Internal.medic,Internal medicine,december,2010,363,3,3
Finland,Internal.medic,Gastroenterology (internal medicine),december,2010,147,1,7
Finland,Internal.medic,Endocrinology (internal medicine),december,2010,85,8,5
Finland,Internal.medic,Rheumotology,december,2010,77,7,7
Finland,Internal.medic,Nephrology,december,2010,13,1,3
Finland,Internal.medic,Haematology,december,2010,12,1,2
Finland,Internal.medic,Geriatrics (internal medicine),december,2010,0,0,0
Finland,Internal.medic,Infectious diseases,december,2010,3,3,3
Finland,Internal.medic,Allergology (internal medicine),december,2010,51,5,1
Finland,Speciality,SURGERY,april,2011,6127,6,7
Finland,Speciality,OPHTHALMOLOGY,april,2011,2163,2,3
Finland,Speciality,OTORHINOLARYNGOLOGY,april,2011,1060,1,0
Finland,Speciality,INTERNAL MEDICINE,april,2011,958,9,8
Finland,Speciality,NEUROLOGY,april,2011,627,6,7
Finland,Speciality,OTHER,april,2011,472,4,2
Finland,Speciality,ORAL AND MAXILLOFACIAL SURGERY,april,2011,322,3,2
Finland,Speciality,DERMATOLOGY AND VENEREOLOGY,april,2011,266,2,6
Finland,Speciality,OBSTETRICS AND GYNAECOLOGY,april,2011,855,8,5
Finland,Speciality,RESPIRATORY MEDICINE,april,2011,300,3,0
Finland,Speciality,PAEDIATRICS,april,2011,297,2,7
Finland,Speciality,NEUROSURGERY,april,2011,306,3,6
Finland,Speciality,PSYCHIATRY,april,2011,77,7,7
Finland,Speciality,ANAESTHESIOLOGY,april,2011,27,2,7
Finland,Speciality,ADOLESCENT AND CHILD PSYCHIATRY,april,2011,18,1,8
Finland,Speciality,CHILD NEUROLOGY,april,2011,166,1,6
Finland,Speciality,PHONIATRICS,april,2011,100,1,0
Finland,Speciality,ONCOLOGY AND RADIOLOGY,april,2011,30,3,0
Finland,Process,Orthopaedics,april,2011,3114,3,4
Finland,Process,Hand surgery,april,2011,674,6,4
Finland,Process,Surgery,april,2011,464,4,4
Finland,Process,Gastroenterological surgery,april,2011,449,4,9
Finland,Process,Urology,april,2011,279,2,9
Finland,Process,Vascular surgery,april,2011,387,3,7
Finland,Process,Plastic surgery,april,2011,302,3,2
Finland,Process,Paediatric surgery,april,2011,129,1,9
Finland,Process,General surgery,april,2011,319,3,9
Finland,Process,Cardiothoracic surgery,april,2011,10,1,0
Finland,Internal.medic,Cardiology,april,2011,385,3,5
Finland,Internal.medic,Internal medicine,april,2011,272,2,2
Finland,Internal.medic,Gastroenterology (internal medicine),april,2011,146,1,6
Finland,Internal.medic,Endocrinology (internal medicine),april,2011,73,7,3
Finland,Internal.medic,Rheumotology,april,2011,49,4,9
Finland,Internal.medic,Nephrology,april,2011,11,1,1
Finland,Internal.medic,Haematology,april,2011,15,1,5
Finland,Internal.medic,Geriatrics (internal medicine),april,2011,1,1,1
Finland,Internal.medic,Infectious diseases,april,2011,0,0,0
Finland,Internal.medic,Allergology (internal medicine),april,2011,6,6,6
Finland,Speciality,SURGERY,augost,2011,8417,8,7
Finland,Speciality,OPHTHALMOLOGY,augost,2011,3162,3,2
Finland,Speciality,OTORHINOLARYNGOLOGY,augost,2011,1949,1,9
Finland,Speciality,INTERNAL MEDICINE,augost,2011,1782,1,2
Finland,Speciality,NEUROLOGY,augost,2011,709,7,9
Finland,Speciality,OTHER,augost,2011,784,7,4
Finland,Speciality,ORAL AND MAXILLOFACIAL SURGERY,augost,2011,517,5,7
Finland,Speciality,DERMATOLOGY AND VENEREOLOGY,augost,2011,382,3,2
Finland,Speciality,OBSTETRICS AND GYNAECOLOGY,augost,2011,934,9,4
Finland,Speciality,RESPIRATORY MEDICINE,augost,2011,450,4,0
Finland,Speciality,PAEDIATRICS,augost,2011,220,2,0
Finland,Speciality,NEUROSURGERY,augost,2011,274,2,4
Finland,Speciality,PSYCHIATRY,augost,2011,99,9,9
Finland,Speciality,ANAESTHESIOLOGY,augost,2011,53,5,3
Finland,Speciality,ADOLESCENT AND CHILD PSYCHIATRY,augost,2011,58,5,8
Finland,Speciality,CHILD NEUROLOGY,augost,2011,249,2,9
Finland,Speciality,PHONIATRICS,augost,2011,44,4,4
Finland,Speciality,ONCOLOGY AND RADIOLOGY,augost,2011,28,2,8
Finland,Process,Orthopaedics,augost,2011,4606,4,6
Finland,Process,Hand surgery,augost,2011,670,6,0
Finland,Process,Surgery,augost,2011,467,4,7
Finland,Process,Gastroenterological surgery,augost,2011,720,7,0
Finland,Process,Urology,augost,2011,514,5,4
Finland,Process,Vascular surgery,augost,2011,573,5,3
